ts,ts_fix,lat,lon,alt,hdg,spd
2020-10-27T15:57:48.508973+00:00,2020-10-27T15:57:48.000000Z,38.8042,-9.15319,0.0,19.8326,100.429
2020-10-27T15:57:49.509803+00:00,2020-10-27T15:57:49.000000Z,38.8045,-9.15306,0.0,20.136,100.343
2020-10-27T15:57:50.510855+00:00,2020-10-27T15:57:50.000000Z,38.8047,-9.15295,0.0,21.1885,100.13
2020-10-27T15:57:51.510885+00:00,2020-10-27T15:57:51.000000Z,38.8049,-9.15284,0.0,22.1397,100.472
2020-10-27T15:57:52.510876+00:00,2020-10-27T15:57:52.000000Z,38.8051,-9.15272,0.0,23.0867,100.71
2020-10-27T15:57:53.512001+00:00,2020-10-27T15:57:53.000000Z,38.8054,-9.15259,0.0,23.3551,100.102
2020-10-27T15:57:54.512749+00:00,2020-10-27T15:57:54.000000Z,38.8056,-9.15246,0.0,23.3466,99.9252
2020-10-27T15:57:55.513725+00:00,2020-10-27T15:57:55.000000Z,38.8058,-9.15233,0.0,23.6841,100.307
2020-10-27T15:57:56.514035+00:00,2020-10-27T15:57:56.000000Z,38.806,-9.15219,0.0,25.2927,100.868
2020-10-27T15:57:57.515123+00:00,2020-10-27T15:57:57.000000Z,38.8063,-9.15205,0.0,25.3619,100.681
2020-10-27T15:57:58.515695+00:00,2020-10-27T15:57:58.000000Z,38.8065,-9.15192,0.0,25.5414,100.732
2020-10-27T15:57:59.516330+00:00,2020-10-27T15:57:59.000000Z,38.8067,-9.15178,0.0,25.0112,100.67
2020-10-27T15:58:00.516901+00:00,2020-10-27T15:58:00.000000Z,38.8069,-9.15166,0.0,24.2136,99.882
2020-10-27T15:58:01.517030+00:00,2020-10-27T15:58:01.000000Z,38.8072,-9.15153,0.0,23.5052,99.3888
2020-10-27T15:58:02.517865+00:00,2020-10-27T15:58:02.000000Z,38.8074,-9.1514,0.0,23.5408,99.1296
2020-10-27T15:58:03.518347+00:00,2020-10-27T15:58:03.000000Z,38.8076,-9.15127,0.0,22.7252,99.306
2020-10-27T15:58:04.518380+00:00,2020-10-27T15:58:04.000000Z,38.8079,-9.15115,0.0,21.8204,99.1836
2020-10-27T15:58:05.518669+00:00,2020-10-27T15:58:05.000000Z,38.8081,-9.15104,0.0,21.4425,98.9532
2020-10-27T15:58:06.519481+00:00,2020-10-27T15:58:06.000000Z,38.8083,-9.15092,0.0,21.5964,99.2484
2020-10-27T15:58:07.519777+00:00,2020-10-27T15:58:07.000000Z,38.8086,-9.15081,0.0,20.778,99.9828
2020-10-27T15:58:08.520262+00:00,2020-10-27T15:58:08.000000Z,38.8088,-9.15071,0.0,20.1716,98.8524
2020-10-27T15:58:09.520517+00:00,2020-10-27T15:58:09.000000Z,38.809,-9.1506,0.0,20.0253,100.127
2020-10-27T15:58:10.521878+00:00,2020-10-27T15:58:10.000000Z,38.8093,-9.1505,0.0,18.5966,99.3888
2020-10-27T15:58:11.522973+00:00,2020-10-27T15:58:11.000000Z,38.8095,-9.15041,0.0,17.8236,99.2808
2020-10-27T15:58:12.524169+00:00,2020-10-27T15:58:12.000000Z,38.8097,-9.15032,0.0,16.487,98.568
2020-10-27T15:58:13.525199+00:00,2020-10-27T15:58:13.000000Z,38.81,-9.15022,0.0,16.0655,98.586
2020-10-27T15:58:14.525228+00:00,2020-10-27T15:58:14.000000Z,38.8102,-9.15014,0.0,15.6115,99.4788
2020-10-27T15:58:15.526279+00:00,2020-10-27T15:58:15.000000Z,38.8105,-9.15005,0.0,15.3251,100.274
2020-10-27T15:58:16.527027+00:00,2020-10-27T15:58:16.000000Z,38.8107,-9.14999,0.0,14.1792,90.2556
2020-10-27T15:58:17.527736+00:00,2020-10-27T15:58:17.000000Z,38.8109,-9.14995,0.0,11.4194,86.4468
2020-10-27T15:58:18.528687+00:00,2020-10-27T15:58:18.000000Z,38.8111,-9.14987,0.0,12.2431,94.0284
2020-10-27T15:58:19.528729+00:00,2020-10-27T15:58:19.000000Z,38.8114,-9.1498,0.0,11.9541,99.2088
2020-10-27T15:58:20.529568+00:00,2020-10-27T15:58:20.000000Z,38.8116,-9.14974,0.0,10.9993,100.66
2020-10-27T15:58:21.529818+00:00,2020-10-27T15:58:21.000000Z,38.8119,-9.14969,0.0,9.5948,101.545
2020-10-27T15:58:22.529997+00:00,2020-10-27T15:58:22.000000Z,38.8121,-9.14965,0.0,7.7525,101.75
2020-10-27T15:58:23.530439+00:00,2020-10-27T15:58:23.000000Z,38.8124,-9.14962,0.0,4.7832,101.221
2020-10-27T15:58:24.531010+00:00,2020-10-27T15:58:24.000000Z,38.8126,-9.1496,0.0,1.9548,101.408
2020-10-27T15:58:25.531903+00:00,2020-10-27T15:58:25.000000Z,38.8129,-9.1496,0.0,358.997,101.866
2020-10-27T15:58:26.532498+00:00,2020-10-27T15:58:26.000000Z,38.8131,-9.1496,0.0,357.378,101.38
2020-10-27T15:58:27.532785+00:00,2020-10-27T15:58:27.000000Z,38.8134,-9.14963,0.0,355.556,101.477
2020-10-27T15:58:28.534027+00:00,2020-10-27T15:58:28.000000Z,38.8136,-9.14966,0.0,353.244,101.416
2020-10-27T15:58:29.535198+00:00,2020-10-27T15:58:29.000000Z,38.8139,-9.1497,0.0,351.51,102.528
2020-10-27T15:58:30.535710+00:00,2020-10-27T15:58:30.000000Z,38.8141,-9.14977,0.0,349.136,101.693
2020-10-27T15:58:31.536985+00:00,2020-10-27T15:58:31.000000Z,38.8145,-9.15012,25.807,345.197,100.343
2020-10-27T15:58:32.537470+00:00,2020-10-27T15:58:32.000000Z,38.8147,-9.15019,0.0,345.209,100.483
2020-10-27T15:58:33.537991+00:00,2020-10-27T15:58:33.000000Z,38.8149,-9.15027,0.0,344.937,99.4392
2020-10-27T15:58:34.539048+00:00,2020-10-27T15:58:34.000000Z,38.8152,-9.15039,29.291,339.981,101.354
2020-10-27T15:58:35.539755+00:00,2020-10-27T15:58:35.000000Z,38.8154,-9.1505,28.028,336.807,101.146
2020-10-27T15:58:36.540778+00:00,2020-10-27T15:58:36.000000Z,38.8156,-9.15065,26.375,334.585,100.717
2020-10-27T15:58:37.541975+00:00,2020-10-27T15:58:37.000000Z,38.8159,-9.15079,24.136,332.087,101.354
2020-10-27T15:58:38.543011+00:00,2020-10-27T15:58:38.000000Z,38.8161,-9.15096,23.015,329.693,101.783
2020-10-27T15:58:39.543115+00:00,2020-10-27T15:58:39.000000Z,38.8163,-9.15113,21.965,326.963,101.2
2020-10-27T15:58:40.543697+00:00,2020-10-27T15:58:40.000000Z,38.8165,-9.15132,21.349,324.917,101.128
