ts,ts_fix,lat,lon,alt,hdg,spd
2020-10-28T18:19:37.077207+00:00,2020-10-28T18:19:36.000000Z,39.3606,-9.37534,-28.1,246.35,2.808
2020-10-28T18:19:38.077954+00:00,2020-10-28T18:19:36.000000Z,39.3606,-9.37534,-28.1,246.35,2.808
2020-10-28T18:19:39.078558+00:00,2020-10-28T18:19:38.000000Z,39.3605,-9.37541,-29.119,242.671,13.1616
2020-10-28T18:19:40.079657+00:00,2020-10-28T18:19:39.000000Z,39.3605,-9.37549,-29.797,241.894,21.9276
2020-10-28T18:19:41.080059+00:00,2020-10-28T18:19:40.000000Z,39.3605,-9.37549,-30.173,223.932,8.5428
2020-10-28T18:19:42.081949+00:00,2020-10-28T18:19:41.000000Z,39.3605,-9.3755,-31.034,228.608,5.238
2020-10-28T18:19:43.082420+00:00,2020-10-28T18:19:42.000000Z,39.3605,-9.37551,-33.839,232.512,4.5864
2020-10-28T18:19:44.083343+00:00,2020-10-28T18:19:43.000000Z,39.3605,-9.37553,-37.897,248.049,5.2992
2020-10-28T18:19:45.084249+00:00,2020-10-28T18:19:44.000000Z,39.3605,-9.37558,-45.531,250.655,8.154
2020-10-28T18:19:46.084993+00:00,2020-10-28T18:19:45.000000Z,39.3605,-9.37558,-45.632,253.706,6.3
2020-10-28T18:19:47.085329+00:00,2020-10-28T18:19:46.000000Z,39.3605,-9.37559,-45.43,255.963,5.2848
2020-10-28T18:19:48.085530+00:00,2020-10-28T18:19:47.000000Z,39.3605,-9.3756,-45.136,258.263,4.6188
2020-10-28T18:19:49.086258+00:00,2020-10-28T18:19:48.000000Z,39.3605,-9.3756,-44.858,258.492,4.4208
2020-10-28T18:19:50.086518+00:00,2020-10-28T18:19:49.000000Z,39.3605,-9.37561,-44.284,255.263,4.2192
2020-10-28T18:19:51.086910+00:00,2020-10-28T18:19:50.000000Z,39.3605,-9.37561,-44.17,262.802,3.5208
2020-10-28T18:19:52.087686+00:00,2020-10-28T18:19:51.000000Z,39.3605,-9.37561,-43.786,259.135,0.0
2020-10-28T18:19:53.088623+00:00,2020-10-28T18:19:52.000000Z,39.3605,-9.37562,-43.053,257.015,3.8952
2020-10-28T18:19:54.089733+00:00,2020-10-28T18:19:53.000000Z,39.3605,-9.37562,-42.611,257.423,3.9312
2020-10-28T18:19:55.090215+00:00,2020-10-28T18:19:54.000000Z,39.3605,-9.37562,-42.292,258.155,0.0
2020-10-28T18:19:56.091074+00:00,2020-10-28T18:19:55.000000Z,39.3605,-9.37562,-42.113,263.635,0.0
2020-10-28T18:19:57.091125+00:00,2020-10-28T18:19:56.000000Z,39.3605,-9.37562,-41.975,266.475,0.0
2020-10-28T18:19:58.092024+00:00,2020-10-28T18:19:57.000000Z,39.3605,-9.37562,-41.891,263.097,0.0
2020-10-28T18:19:59.092824+00:00,2020-10-28T18:19:58.000000Z,39.3605,-9.37563,-41.979,261.24,0.0
2020-10-28T18:20:00.093342+00:00,2020-10-28T18:19:59.000000Z,39.3605,-9.37564,-42.025,256.328,3.6756
2020-10-28T18:20:01.093865+00:00,2020-10-28T18:20:00.000000Z,39.3605,-9.37564,-42.28,260.102,0.0
2020-10-28T18:20:02.094943+00:00,2020-10-28T18:20:01.000000Z,39.3605,-9.37565,-41.561,244.064,3.9924
2020-10-28T18:20:03.095134+00:00,2020-10-28T18:20:02.000000Z,39.3605,-9.37565,-41.693,252.76,0.0
2020-10-28T18:20:04.095325+00:00,2020-10-28T18:20:03.000000Z,39.3605,-9.37565,-41.722,258.525,0.0
2020-10-28T18:20:05.095756+00:00,2020-10-28T18:20:04.000000Z,39.3605,-9.37565,-41.521,253.087,0.0
2020-10-28T18:20:06.096686+00:00,2020-10-28T18:20:05.000000Z,39.3604,-9.37566,-41.258,253.214,0.0
2020-10-28T18:20:07.097183+00:00,2020-10-28T18:20:06.000000Z,39.3604,-9.37566,-41.411,251.646,0.0
2020-10-28T18:20:08.098366+00:00,2020-10-28T18:20:07.000000Z,39.3604,-9.37567,-41.304,249.713,0.0
2020-10-28T18:20:09.099831+00:00,2020-10-28T18:20:08.000000Z,39.3604,-9.37568,-41.179,249.201,0.0
2020-10-28T18:20:10.100280+00:00,2020-10-28T18:20:09.000000Z,39.3604,-9.3757,-41.789,254.149,5.2596
2020-10-28T18:20:11.100261+00:00,2020-10-28T18:20:10.000000Z,39.3604,-9.37572,-41.608,256.198,5.8788
2020-10-28T18:20:12.101260+00:00,2020-10-28T18:20:11.000000Z,39.3604,-9.37576,-41.739,249.127,8.28
2020-10-28T18:20:13.102144+00:00,2020-10-28T18:20:12.000000Z,39.3604,-9.37578,-41.139,250.427,8.3664
2020-10-28T18:20:14.102400+00:00,2020-10-28T18:20:13.000000Z,39.3604,-9.3758,-40.697,250.226,8.442
2020-10-28T18:20:15.103996+00:00,2020-10-28T18:20:14.000000Z,39.3604,-9.37592,-39.976,251.314,15.2712
2020-10-28T18:20:16.104989+00:00,2020-10-28T18:20:15.000000Z,39.3603,-9.37596,-39.774,249.701,15.1092
2020-10-28T18:20:17.105683+00:00,2020-10-28T18:20:16.000000Z,39.3603,-9.376,-39.842,250.458,15.1704
2020-10-28T18:20:18.105922+00:00,2020-10-28T18:20:17.000000Z,39.3603,-9.37603,-39.495,251.583,14.3136
2020-10-28T18:20:19.106389+00:00,2020-10-28T18:20:18.000000Z,39.3603,-9.37605,-39.161,251.781,13.518
2020-10-28T18:20:20.107536+00:00,2020-10-28T18:20:19.000000Z,39.3603,-9.37607,-38.642,252.413,12.3624
2020-10-28T18:20:21.108070+00:00,2020-10-28T18:20:20.000000Z,39.3603,-9.37609,-38.218,253.049,11.664
2020-10-28T18:20:22.108448+00:00,2020-10-28T18:20:21.000000Z,39.3603,-9.37609,-38.251,250.923,10.53
2020-10-28T18:20:23.109330+00:00,2020-10-28T18:20:22.000000Z,39.3603,-9.37609,-38.57,250.096,9.108
2020-10-28T18:20:24.109400+00:00,2020-10-28T18:20:23.000000Z,39.3603,-9.37609,-38.805,245.74,8.0892
2020-10-28T18:20:25.109472+00:00,2020-10-28T18:20:24.000000Z,39.3603,-9.37609,-38.562,242.029,0.0
