ts,ts_fix,lat,lon,alt,hdg,spd
2020-10-29T18:21:04.410857+00:00,2020-10-29T18:21:05.000000Z,39.3605,-9.37536,-21.335,256.326,0.0
2020-10-29T18:21:05.412003+00:00,2020-10-29T18:21:05.000000Z,39.3605,-9.37536,-21.717,341.496,0.0
2020-10-29T18:21:06.412533+00:00,2020-10-29T18:21:06.000000Z,39.3605,-9.37535,-21.819,2.7692,0.0
2020-10-29T18:21:07.412882+00:00,2020-10-29T18:21:07.000000Z,39.3605,-9.37536,-22.777,337.717,0.0
2020-10-29T18:21:08.413288+00:00,2020-10-29T18:21:08.000000Z,39.3605,-9.37537,-23.043,262.107,0.0
2020-10-29T18:21:09.413538+00:00,2020-10-29T18:21:09.000000Z,39.3605,-9.37538,-23.628,275.28,0.0
2020-10-29T18:21:10.413972+00:00,2020-10-29T18:21:10.000000Z,39.3605,-9.37539,-24.223,265.944,0.0
2020-10-29T18:21:11.414732+00:00,2020-10-29T18:21:11.000000Z,39.3605,-9.37539,-23.766,266.718,0.0
2020-10-29T18:21:12.416382+00:00,2020-10-29T18:21:12.000000Z,39.3605,-9.37542,-25.271,263.683,7.6968
2020-10-29T18:21:13.416321+00:00,2020-10-29T18:21:13.000000Z,39.3605,-9.37543,-25.542,288.134,0.0
2020-10-29T18:21:14.417435+00:00,2020-10-29T18:21:14.000000Z,39.3605,-9.37544,-27.883,302.492,0.0
2020-10-29T18:21:15.417874+00:00,2020-10-29T18:21:15.000000Z,39.3605,-9.37543,-28.057,16.5089,0.0
2020-10-29T18:21:16.418731+00:00,2020-10-29T18:21:16.000000Z,39.3605,-9.37544,-28.976,2.7592,0.0
2020-10-29T18:21:17.419867+00:00,2020-10-29T18:21:17.000000Z,39.3605,-9.37544,-29.78,353.599,0.0
2020-10-29T18:21:18.420265+00:00,2020-10-29T18:21:18.000000Z,39.3605,-9.37544,-31.282,348.77,0.0
2020-10-29T18:21:19.421036+00:00,2020-10-29T18:21:19.000000Z,39.3605,-9.37544,-32.627,339.732,0.0
2020-10-29T18:21:20.421507+00:00,2020-10-29T18:21:20.000000Z,39.3605,-9.37544,-34.012,347.448,0.0
2020-10-29T18:21:21.422681+00:00,2020-10-29T18:21:21.000000Z,39.3605,-9.37544,-34.789,3.7198,0.0
2020-10-29T18:21:22.422747+00:00,2020-10-29T18:21:22.000000Z,39.3605,-9.37544,-35.882,12.165,0.0
2020-10-29T18:21:23.423520+00:00,2020-10-29T18:21:23.000000Z,39.3605,-9.37544,-37.114,349.734,0.0
2020-10-29T18:21:24.424028+00:00,2020-10-29T18:21:24.000000Z,39.3605,-9.37544,-38.481,3.7306,0.0
2020-10-29T18:21:25.424587+00:00,2020-10-29T18:21:25.000000Z,39.3605,-9.37545,-40.206,350.913,0.0
2020-10-29T18:21:26.424629+00:00,2020-10-29T18:21:26.000000Z,39.3605,-9.37545,-40.916,347.457,0.0
