ts,error_code,error_available,failsafe,fcw,hw_level,hw_measurement,hw_repeatable,hw_valid,hmw,ldw,ldw_left,ldw_off,ldw_right,maintenance_error,pcw,pedestrian_dz,sound_type,tamper,time_indicator,tsr_level,tsr_on,zero_speed
2020-11-03T06:56:03.153358+00:00,0,False,False,False,0,0.0,False,False,False,False,False,True,False,False,False,False,0,False,dusk,0,True,False
2020-11-03T06:56:32.248509+00:00,0,False,False,False,0,0.0,False,False,False,False,False,True,False,False,False,False,0,False,dusk,0,True,True
2020-11-03T06:56:34.543698+00:00,0,False,False,False,0,0.0,False,False,False,False,False,True,False,False,False,False,0,False,dusk,0,True,False
2020-11-03T06:56:47.099631+00:00,0,False,False,False,0,0.0,False,False,False,False,False,True,False,False,False,False,0,False,dusk,0,True,True
2020-11-03T07:30:51.038732+00:00,0,False,False,False,0,0.0,False,False,False,False,False,True,False,False,False,False,0,False,dusk,0,True,False
2020-11-03T07:30:54.481212+00:00,0,False,False,False,0,0.0,False,False,False,False,False,True,False,False,False,False,0,False,day,0,True,False
2020-11-03T07:30:57.991175+00:00,0,False,False,False,0,0.0,False,False,False,False,False,True,False,False,False,False,0,False,day,0,True,True
2020-11-03T07:31:00.151219+00:00,0,False,False,False,0,0.0,False,False,False,False,False,True,False,False,False,False,0,False,day,0,True,False
2020-11-03T07:31:34.508122+00:00,0,False,True,False,0,0.0,False,False,False,False,False,True,False,False,False,False,0,False,day,0,True,False
2020-11-03T07:31:34.980847+00:00,0,False,False,False,0,0.0,False,False,False,False,False,True,False,False,False,False,0,False,day,0,True,False
2020-11-03T07:31:37.140662+00:00,0,False,False,False,1,0.0,False,True,False,False,False,True,False,False,False,False,0,False,day,0,True,False
2020-11-03T07:31:40.582915+00:00,0,False,False,False,0,0.0,False,False,False,False,False,True,False,False,False,False,0,False,day,0,True,False
2020-11-03T07:31:58.672664+00:00,0,False,False,False,0,0.0,False,False,False,False,False,True,False,False,False,True,0,False,day,0,True,False
2020-11-03T07:32:01.440117+00:00,0,False,False,False,0,0.0,False,False,False,False,False,True,False,False,False,False,0,False,day,0,True,False
2020-11-03T07:32:05.017592+00:00,0,False,False,False,0,0.0,False,False,False,False,False,True,False,False,False,False,0,False,day,0,True,True
