ts,tsr_1_speed,tsr_1_sup,tsr_2_speed,tsr_2_sup,tsr_3_speed,tsr_3_sup,tsr_4_speed,tsr_4_sup
2020-11-03T18:41:28+00:00,11,0,5,6,254,0,254,0
2020-11-03T18:41:42+00:00,64,0,254,0,254,0,254,0
2020-11-03T18:41:47+00:00,11,0,254,0,254,0,254,0
2020-11-03T18:44:13+00:00,9,0,254,0,254,0,254,0
2020-11-03T18:44:22+00:00,7,0,254,0,254,0,254,0
2020-11-03T18:44:28+00:00,5,0,254,0,254,0,254,0
2020-11-03T18:44:47+00:00,11,0,254,0,254,0,254,0
2020-11-03T18:46:44+00:00,64,0,254,0,254,0,254,0
2020-11-03T18:46:50+00:00,11,0,254,0,254,0,254,0
2020-11-03T18:49:50+00:00,64,0,254,0,254,0,254,0
2020-11-03T18:52:09+00:00,64,0,5,6,254,0,254,0
2020-11-03T18:52:25+00:00,64,0,254,0,254,0,254,0
2020-11-03T18:52:34+00:00,11,0,254,0,254,0,254,0
2020-11-03T18:53:58+00:00,64,0,254,0,254,0,254,0
2020-11-03T18:54:01+00:00,11,0,254,0,254,0,254,0
2020-11-03T18:57:18+00:00,64,0,254,0,254,0,254,0
2020-11-03T18:57:48+00:00,11,0,254,0,254,0,254,0
2020-11-03T19:02:50+00:00,11,0,200,0,254,0,254,0
2020-11-03T19:02:50+00:00,11,0,200,0,5,6,254,0
2020-11-03T19:03:06+00:00,11,0,5,6,254,0,254,0
2020-11-03T19:03:06+00:00,11,0,254,0,254,0,254,0
2020-11-03T19:03:06+00:00,64,0,254,0,254,0,254,0
2020-11-03T19:03:10+00:00,11,0,254,0,254,0,254,0
2020-11-03T19:07:29+00:00,9,0,254,0,254,0,254,0
2020-11-03T19:07:49+00:00,64,0,254,0,254,0,254,0
2020-11-03T19:07:54+00:00,11,0,11,20,254,0,254,0
2020-11-03T19:08:10+00:00,11,0,254,0,254,0,254,0
2020-11-03T19:08:49+00:00,11,0,200,0,254,0,254,0
2020-11-03T19:09:05+00:00,11,0,254,0,254,0,254,0
2020-11-03T19:09:05+00:00,64,0,254,0,254,0,254,0
2020-11-03T19:09:08+00:00,11,0,254,0,254,0,254,0
2020-11-03T19:10:31+00:00,11,0,7,6,254,0,254,0
2020-11-03T19:10:47+00:00,11,0,254,0,254,0,254,0
2020-11-03T19:11:03+00:00,64,0,254,0,254,0,254,0
2020-11-03T19:11:06+00:00,9,0,254,0,254,0,254,0
2020-11-03T19:13:16+00:00,9,0,7,6,254,0,254,0
2020-11-03T19:13:32+00:00,9,0,254,0,254,0,254,0
2020-11-03T19:13:53+00:00,64,0,254,0,254,0,254,0
2020-11-03T19:13:54+00:00,7,0,254,0,254,0,254,0
2020-11-03T19:14:00+00:00,5,0,254,0,254,0,254,0
2020-11-03T19:14:37+00:00,11,0,254,0,254,0,254,0
2020-11-03T19:15:06+00:00,64,0,254,0,254,0,254,0
2020-11-03T19:15:10+00:00,11,0,11,20,254,0,254,0
2020-11-03T19:15:26+00:00,11,0,254,0,254,0,254,0
2020-11-03T19:16:27+00:00,11,0,5,6,254,0,254,0
2020-11-03T19:16:43+00:00,11,0,254,0,254,0,254,0
2020-11-03T19:16:54+00:00,11,0,5,6,254,0,254,0
2020-11-03T19:17:02+00:00,3,0,5,6,254,0,254,0
2020-11-03T19:17:10+00:00,3,0,254,0,254,0,254,0
2020-11-03T19:17:15+00:00,7,0,254,0,254,0,254,0
2020-11-03T19:17:47+00:00,5,0,254,0,254,0,254,0
2020-11-03T19:17:58+00:00,3,0,254,0,254,0,254,0
2020-11-03T19:18:15+00:00,6,0,254,0,254,0,254,0
2020-11-03T19:18:46+00:00,6,0,6,6,254,0,254,0
2020-11-03T19:18:49+00:00,6,0,4,6,254,0,254,0
2020-11-03T19:18:52+00:00,254,0,4,6,254,0,254,0
2020-11-03T19:18:58+00:00,254,0,254,0,254,0,254,0
2020-11-03T19:19:57+00:00,7,0,254,0,254,0,254,0
2020-11-03T19:20:18+00:00,64,0,254,0,254,0,254,0
2020-11-03T19:20:20+00:00,7,0,254,0,254,0,254,0
2020-11-03T19:20:29+00:00,8,0,254,0,254,0,254,0
2020-11-03T19:21:04+00:00,20,0,254,0,254,0,254,0
2020-11-03T19:21:07+00:00,8,0,254,0,254,0,254,0
2020-11-03T19:21:59+00:00,64,0,254,0,254,0,254,0
2020-11-03T19:23:51+00:00,7,0,254,0,254,0,254,0
2020-11-03T19:25:16+00:00,254,0,254,0,254,0,254,0
2020-11-03T19:26:08+00:00,0,0,254,0,254,0,254,0
2020-11-03T19:26:52+00:00,254,0,254,0,254,0,254,0
2020-11-03T19:27:02+00:00,1,0,254,0,254,0,254,0
2020-11-03T19:29:03+00:00,254,0,254,0,254,0,254,0
