ts,ts_fix,lat,lon,alt,hdg,spd
2020-10-29T15:31:55.097234+00:00,2020-10-29T15:31:54.000000Z,38.7414,-9.16574,75.5,0.0,1.35
2020-10-29T15:31:56.098286+00:00,2020-10-29T15:31:54.000000Z,38.7414,-9.16574,75.5,0.0,1.35
2020-10-29T15:31:57.099071+00:00,2020-10-29T15:31:56.000000Z,38.7414,-9.16574,75.5,0.0,0.0
2020-10-29T15:31:58.099607+00:00,2020-10-29T15:31:57.000000Z,38.7414,-9.16574,74.625,190.096,0.0
2020-10-29T15:31:59.100693+00:00,2020-10-29T15:31:58.000000Z,38.7414,-9.16574,75.048,195.617,0.0
2020-10-29T15:32:00.101982+00:00,2020-10-29T15:31:59.000000Z,38.7414,-9.16574,75.74,208.204,0.0
2020-10-29T15:32:01.103056+00:00,2020-10-29T15:32:00.000000Z,38.7414,-9.16574,76.279,167.445,0.0
2020-10-29T15:32:02.103138+00:00,2020-10-29T15:32:01.000000Z,38.7414,-9.16574,77.02,208.896,0.0
2020-10-29T15:32:03.103884+00:00,2020-10-29T15:32:02.000000Z,38.7414,-9.16574,77.534,193.287,0.0
2020-10-29T15:32:04.104232+00:00,2020-10-29T15:32:03.000000Z,38.7414,-9.16574,78.357,217.171,0.0
2020-10-29T15:32:05.105150+00:00,2020-10-29T15:32:04.000000Z,38.7414,-9.16575,79.079,227.901,0.0
2020-10-29T15:32:06.105007+00:00,2020-10-29T15:32:05.000000Z,38.7414,-9.16575,79.665,216.835,0.0
2020-10-29T15:32:07.106269+00:00,2020-10-29T15:32:06.000000Z,38.7414,-9.16575,79.872,199.887,0.0
2020-10-29T15:32:08.107314+00:00,2020-10-29T15:32:07.000000Z,38.7414,-9.16575,80.145,196.892,0.0
2020-10-29T15:32:09.107712+00:00,2020-10-29T15:32:08.000000Z,38.7414,-9.16575,80.602,199.925,0.0
2020-10-29T15:32:10.107912+00:00,2020-10-29T15:32:09.000000Z,38.7414,-9.16575,81.197,201.244,0.0
2020-10-29T15:32:11.108783+00:00,2020-10-29T15:32:10.000000Z,38.7414,-9.16575,81.808,204.085,0.0
2020-10-29T15:32:12.109204+00:00,2020-10-29T15:32:11.000000Z,38.7414,-9.16575,82.603,200.504,0.0
2020-10-29T15:32:13.110237+00:00,2020-10-29T15:32:12.000000Z,38.7414,-9.16575,82.951,200.438,0.0
2020-10-29T15:32:14.110739+00:00,2020-10-29T15:32:13.000000Z,38.7414,-9.16576,83.398,193.479,0.0
2020-10-29T15:32:15.111465+00:00,2020-10-29T15:32:14.000000Z,38.7413,-9.16576,84.319,196.257,0.0
2020-10-29T15:32:16.112272+00:00,2020-10-29T15:32:15.000000Z,38.7413,-9.16576,84.844,196.257,0.0
2020-10-29T15:32:17.111814+00:00,2020-10-29T15:32:16.000000Z,38.7413,-9.16576,85.1,192.326,0.0
2020-10-29T15:32:18.112388+00:00,2020-10-29T15:32:17.000000Z,38.7413,-9.16576,85.902,174.322,0.0
2020-10-29T15:32:19.113330+00:00,2020-10-29T15:32:18.000000Z,38.7413,-9.16576,86.743,184.427,0.0
2020-10-29T15:32:20.114948+00:00,2020-10-29T15:32:19.000000Z,38.7413,-9.16576,87.353,199.614,0.0
2020-10-29T15:32:21.115615+00:00,2020-10-29T15:32:20.000000Z,38.7413,-9.16576,88.067,200.324,0.0
